location_id,location_name,provider_id,provider_name,local_authority,postcode,registration_date,rating_as_published,rating_publication_date,inherited_rating,service_types,service_user_bands,supported_living,provider_country_domiciliary_locations,provider_territory_locations,cqc_url,provider_website,source_edition,weekly_crosscheck_edition,source_retrieved_date,monthly_source_row
1-288200691,Villa Care Agency,1-233184353,Villa Care Homes Limited,Birmingham,B23 5TH,2011-08-01,Good,2019-07-18,N,Domiciliary care service,Older People,N,1,1,https://www.cqc.org.uk/location/1-288200691,www.villacareagency.co.uk,2026-09-01,2026-09-02,2026-09-08,37463
1-4085376154,WMHC Ltd,1-4079687760,WMHC Ltd,Birmingham,B11 3RS,2017-09-22,Good,2024-03-02,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-4085376154,www.wmhc.org.uk,2026-09-01,2026-09-02,2026-09-08,41018
1-8129408696,Watra Care Birmingham,1-7330633230,Watra Care Limited,Birmingham,B18 4HB,2020-01-09,Good,2021-10-01,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Whole Population,N,1,1,https://www.cqc.org.uk/location/1-8129408696,www.watracare.co.uk,2026-09-01,2026-09-02,2026-09-08,52566
1-592021561,Watra Care Solihull,1-572769569,Watra Limited,Birmingham,B18 4HB,2013-01-25,Good,2019-05-11,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-592021561,,2026-09-01,2026-09-02,2026-09-08,48948
1-9697807058,Enabling Lives - Birmingham,1-9256292858,Winusman Care Ltd,Birmingham,B14 7SW,2020-12-11,Good,2022-04-09,N,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-9697807058,www.enablinglives.co.uk,2026-09-01,2026-09-02,2026-09-08,54812
1-674490404,Wisteria Care Agency Ltd,1-197469919,Wisteria Care Agency Ltd,Birmingham,B76 9DD,2013-04-24,Good,2019-04-30,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-674490404,www.wisteriacareagency.com,2026-09-01,2026-09-02,2026-09-08,50519
1-19883402624,WITH TRUST CARE LIMITED,1-18041750535,With Trust Care Limited,Birmingham,B6 6AE,2024-09-24,,,,Domiciliary care service,Dementia; Older People; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-19883402624,www.withtrustcare.com,2026-09-01,2026-09-02,2026-09-08,24018
1-548983403,Your Care Services Brain Injury Specialists,1-474097523,Your Care Services Brain Injury Specialists Limited,Birmingham,B7 5JR,2012-12-11,Good,2019-10-17,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-548983403,www.yourcareservices.org.uk,2026-09-01,2026-09-02,2026-09-08,45951
1-11687782348,Your Support,1-10528987338,Your Support Services Limited,Birmingham,B7 5JR,2021-09-22,Not Rated,,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-11687782348,,2026-09-01,2026-09-02,2026-09-08,4175
1-290752472,Your Life (Sutton Coldfield),1-172521302,Yourlife Management Services Limited,Birmingham,B73 5XF,2011-08-22,Good,2019-06-19,N,Domiciliary care service,Dementia; Older People; Younger Adults,N,123,4,https://www.cqc.org.uk/location/1-290752472,www.mccarthyandstone.co.uk,2026-09-01,2026-09-02,2026-09-08,37693
1-4826285128,Your Life (Edgbaston),1-172521302,Yourlife Management Services Limited,Birmingham,B15 3AY,2018-03-23,Good,2019-03-14,N,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,123,4,https://www.cqc.org.uk/location/1-4826285128,www.mccarthyandstone.co.uk,2026-09-01,2026-09-02,2026-09-08,42910
1-1764201580,Zanta Healthcare,1-1664031006,Zanta Healthcare Limited,Birmingham,B75 5BT,2014-10-06,Good,2022-07-02,N,Domiciliary care service; Supported living service,Mental Health; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1764201580,,2026-09-01,2026-09-02,2026-09-08,18714
1-1553474821,iCare Living Limited,1-1535337271,iCare Living Limited,Birmingham,B44 8HX,2014-08-18,Good,2019-07-26,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1553474821,,2026-09-01,2026-09-02,2026-09-08,16314
1-18175091537,3Belle.Ami Health,1-15179007598,3Belle.Ami Health Limited,Solihull,B37 7YN,2023-11-28,,,,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-18175091537,www.3belleamihealth.co.uk,2026-09-01,2026-09-02,2026-09-08,19491
1-21950976405,A Star Care Services,1-20393322193,A Star Care Services Limited,Solihull,B90 4UT,2025-04-16,Good,2022-08-10,Y,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-21950976405,www.astarcareservices.co.uk,2026-09-01,2026-09-02,2026-09-08,28349
1-14643096648,Acer Healthcare Limited,1-14197673591,Acer Healthcare Ltd,Solihull,B37 7WY,2023-01-03,,,,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-14643096648,www.acerhealthcare.com,2026-09-01,2026-09-02,2026-09-08,14508
1-19060271907,Advance Healthcare- Hampton House,1-101659529,Advance Health Care UK Ltd,Solihull,B91 2QJ,2024-04-01,Good,2022-11-22,Y,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,10,4,https://www.cqc.org.uk/location/1-19060271907,www.advancehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,21551
1-19060272095,Advance Healthcare- Phoenix House,1-101659529,Advance Health Care UK Ltd,Solihull,B90 4PQ,2024-04-01,Good,2022-12-02,Y,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,10,4,https://www.cqc.org.uk/location/1-19060272095,www.advancehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,21552
1-19060272122,Advance Healthcare- Trinity Apartments,1-101659529,Advance Health Care UK Ltd,Solihull,B90 3FE,2024-04-01,Good,2026-06-29,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,10,4,https://www.cqc.org.uk/location/1-19060272122,www.advancehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,21553
1-20393312342,Advance Healthcare (Saxon Court),1-101659529,Advance Health Care UK Ltd,Solihull,B37 7RF,2024-10-30,,,,Domiciliary care service; Extra Care housing services,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,10,4,https://www.cqc.org.uk/location/1-20393312342,www.advancehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,25852
1-27031625266,Alina Homecare Solihull,1-6455105516,Alina Homecare Services Limited,Solihull,B90 4PD,2026-02-27,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,32,2,https://www.cqc.org.uk/location/1-27031625266,www.alinahomecare.com,2026-09-01,2026-09-02,2026-09-08,35544
1-28707271724,Alina Homecare Sutton Coldfield,1-6455105516,Alina Homecare Services Limited,Solihull,B90 4PD,2026-07-23,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,32,2,https://www.cqc.org.uk/location/1-28707271724,www.alinahomecare.com,2026-09-01,2026-09-02,2026-09-08,37360
1-143046239,Angels Healthcare Ltd,1-120627562,Angels Healthcare Ltd,Solihull,B37 7TP,2015-01-05,Good,2019-08-21,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-143046239,,2026-09-01,2026-09-02,2026-09-08,13714
1-19057685215,Right at Home Solihull,1-17603397333,Ashcare Solihull Limited,Solihull,B90 4PD,2024-04-05,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-19057685215,www.rightathome.co.uk/solihull,2026-09-01,2026-09-02,2026-09-08,21503
1-1070803341,White Doves,1-101681607,Aspects Care Limited,Solihull,B94 6NN,2013-12-09,Good,2017-10-31,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,3,2,https://www.cqc.org.uk/location/1-1070803341,www.aspectscare.co.uk,2026-09-01,2026-09-02,2026-09-08,1174
1-23418838330,Autism West Midlands Solihull,1-101653587,Autism.West Midlands,Solihull,B37 7HP,2025-07-17,,,,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-23418838330,www.autismwestmidlands.org.uk,2026-09-01,2026-09-02,2026-09-08,30876
1-1686342232,Auxilio Care Limited,1-1495472313,Auxilio Care Limited,Solihull,B37 7TP,2014-09-25,Good,2019-08-14,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1686342232,,2026-09-01,2026-09-02,2026-09-08,17749
1-21252528279,Care Affair Solihull Ltd,1-6253236219,Care Affair Solihull Ltd,Solihull,B90 8AJ,2025-02-17,Good,2019-10-31,Y,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-21252528279,,2026-09-01,2026-09-02,2026-09-08,27186
1-8583352224,Care4Now,1-7799232615,Care4Now Ltd,Solihull,B90 3JQ,2020-03-20,Good,2022-01-27,N,Domiciliary care service,Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-8583352224,www.care4now.co.uk,2026-09-01,2026-09-02,2026-09-08,53156
1-2632837915,Dixon Dunn Care Solihull Limited,1-2620398148,Dixon Dunn Care Solihull Limited,Solihull,B94 6NW,2016-06-27,Good,2026-06-24,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2632837915,www.homeinstead.co.uk,2026-09-01,2026-09-02,2026-09-08,34567
1-138380533,DomCare,1-101719765,DomCare,Solihull,B27 7AN,2010-12-07,Good,2022-12-01,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People with an eating disorder; Physical Disability; Sensory Impairment,N,1,1,https://www.cqc.org.uk/location/1-138380533,www.domcare.co.uk,2026-09-01,2026-09-02,2026-09-08,12593
1-115981889,Dove Home Care Agency Limited,1-101719623,Dove Home Care Agency Limited,Solihull,B92 7AH,2010-12-07,Requires improvement,2026-07-13,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment,N,1,1,https://www.cqc.org.uk/location/1-115981889,www.dovehomecare.com,2026-09-01,2026-09-02,2026-09-08,3887
1-116533435,Care Services,1-101719711,Elaine Frances Sadler,Solihull,B92 8AH,2010-12-06,Good,2020-02-29,N,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-116533435,,2026-09-01,2026-09-02,2026-09-08,4036
1-1113864424,Elite Assistance Limited,1-101692436,Elite Assistance Ltd,Solihull,B93 0EP,2013-12-10,Good,2018-12-12,N,Community health care services - Nurses Agency only; Domiciliary care service,Whole Population,N,1,1,https://www.cqc.org.uk/location/1-1113864424,www.eliteassistance.co.uk,2026-09-01,2026-09-02,2026-09-08,2340
1-16843661147,ECS Main Office,1-15940078605,Emerald Care Solutions Ltd,Solihull,B37 7YN,2023-08-23,,,,Domiciliary care service; Supported living service,Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-16843661147,,2026-09-01,2026-09-02,2026-09-08,17723
1-116145956,Community Support Service,1-101662020,Family Care Trust,Solihull,B91 2RY,2010-12-30,Good,2018-09-12,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-116145956,www.familycaretrust.co.uk,2026-09-01,2026-09-02,2026-09-08,3933
1-11348755534,First Care Healthcare Ltd,1-10049338736,First Care Healthcare Ltd,Solihull,B36 9NX,2021-08-16,Good,2023-01-25,N,Domiciliary care service; Supported living service,Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-11348755534,www.firstcarehealthcare.co.uk,2026-09-01,2026-09-02,2026-09-08,3024
1-23331370689,Glorious Light Care Limited,1-20394791944,Glorious Light Care Limited,Solihull,B37 7YN,2025-05-29,,,,Domiciliary care service,Dementia; Mental Health; Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-23331370689,,2026-09-01,2026-09-02,2026-09-08,30760
1-4375507721,Birmingham Business Park,1-2378316508,HBBA Care Ltd,Solihull,B37 7YN,2017-10-17,Good,2019-04-16,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-4375507721,www.hbbacare.com,2026-09-01,2026-09-02,2026-09-08,41787
1-19888295283,Homecare For You Solihull,1-101673242,Home Care For You Ltd,Solihull,B92 7AR,2024-09-04,Good,2026-04-15,N,Domiciliary care service,Children 0-18 years; Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,7,1,https://www.cqc.org.uk/location/1-19888295283,,2026-09-01,2026-09-02,2026-09-08,24204
1-1244572868,Caremark Solihull,1-1120520425,Homehelp (Solihull) Limited,Solihull,B90 3AH,2014-02-11,Good,2019-04-05,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1244572868,www.caremark.co.uk/solihull/,2026-09-01,2026-09-02,2026-09-08,7701
1-125147608,Bright Dawn Home Care,1-117003101,Jacross Enterprises Ltd,Solihull,B93 8DB,2010-12-08,Good,2020-01-07,N,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-125147608,,2026-09-01,2026-09-02,2026-09-08,8021
1-8821432431,KE 247 Support Services,1-8081629104,KE 247 Staffing Solutions Ltd,Solihull,B37 7TP,2020-05-07,Requires improvement,2022-05-10,N,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-8821432431,,2026-09-01,2026-09-02,2026-09-08,53445
1-2343703092,Kelso Care Consortium Limited Supported Living Services,1-101610703,Kelso Care Consortium Limited,Solihull,B27 7AN,2015-12-17,Good,2019-12-19,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Physical Disability; Sensory Impairment,Y,1,1,https://www.cqc.org.uk/location/1-2343703092,,2026-09-01,2026-09-02,2026-09-08,30895
1-15976851504,L.I.S.T Care Services Ltd,1-15239296319,L.I.S.T Care Services Ltd,Solihull,B37 6BN,2023-06-01,,,,Domiciliary care service; Supported living service,Children 0-18 years; Dementia; Older People; Physical Disability; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-15976851504,,2026-09-01,2026-09-02,2026-09-08,16872
1-13315892234,Leaf Complex Care Midlands,1-5649977267,LEAF Complex Care Limited,Solihull,B37 7YE,2022-07-05,,,,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,3,1,https://www.cqc.org.uk/location/1-13315892234,www.leafcare.co.uk,2026-09-01,2026-09-02,2026-09-08,11065
1-2489094527,Meadow Home Care Services Ltd,1-101643889,Meadow Home Care Services Limited,Solihull,B92 8BG,2016-03-15,Requires improvement,2022-09-07,N,Domiciliary care service,Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2489094527,,2026-09-01,2026-09-02,2026-09-08,32861
1-3805311663,Helping Hands Solihull,1-101671690,Midshires Care Limited,Solihull,B90 3ND,2017-05-10,Good,2019-04-12,N,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,150,3,https://www.cqc.org.uk/location/1-3805311663,www.helpinghandshomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,40339
1-25605647286,Omnia Support Limited (Solihull),1-130858161,Omnia Support Limited,Solihull,B90 4AA,2025-11-14,,,,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,2,https://www.cqc.org.uk/location/1-25605647286,,2026-09-01,2026-09-02,2026-09-08,33666
1-122840940,Orion Care Services,1-101724854,Orion Care Services,Solihull,B92 9NE,2011-01-11,Good,2019-04-27,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-122840940,,2026-09-01,2026-09-02,2026-09-08,7073
1-744857167,Plan-it Homecare Limited,1-295419510,Plan-it Homecare Limited,Solihull,CV7 7FW,2013-05-23,Good,2020-06-03,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-744857167,,2026-09-01,2026-09-02,2026-09-08,51623
1-9566440971,Real PCS Solihull,1-1698027483,Real PCS Limited,Solihull,B92 8LN,2020-09-22,Requires improvement,2022-07-06,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Physical Disability; Younger Adults,Y,2,1,https://www.cqc.org.uk/location/1-9566440971,www.realpcs.co.uk,2026-09-01,2026-09-02,2026-09-08,54552
1-4401675978,Sandant Care,1-4204143520,Sandant Care Limited,Solihull,B37 6NH,2017-10-18,Good,2019-03-19,N,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Older People; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-4401675978,,2026-09-01,2026-09-02,2026-09-08,41857
1-1859392140,Social Life Opportunities (SoLo),1-352282229,SoLO Life Opportunities,Solihull,B37 7PU,2015-01-05,Requires improvement,2022-11-11,N,Domiciliary care service; Supported living service,Children 0-18 years; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1859392140,www.sociallifeopportunities.org,2026-09-01,2026-09-02,2026-09-08,20165
1-10964383219,Social Care Academy - Warwickshire,1-3849317001,Social Care Academy Ltd,Solihull,CV7 7FR,2021-06-08,Good,2023-01-07,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-10964383219,www.socialcareacademy.net,2026-09-01,2026-09-02,2026-09-08,1833
1-4259095707,Solihull Care Ltd - 2Care4You Home & Community Care,1-101648291,Solihull Care,Solihull,B92 7HP,2017-09-19,Good,2019-11-01,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-4259095707,,2026-09-01,2026-09-02,2026-09-08,41496
1-2912651036,Solihull Time To Care Limited,1-2883161923,Solihull Time To Care Limited,Solihull,B91 1JJ,2016-10-11,Good,2020-02-08,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-2912651036,www.solihulltimetocare.co.uk,2026-09-01,2026-09-02,2026-09-08,37740
1-1709403228,Solihull Home Care,1-1056090057,Solihullhomecare Limited,Solihull,B90 1UE,2014-10-07,Good,2019-06-07,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-1709403228,www.solihullhomecare.co.uk,2026-09-01,2026-09-02,2026-09-08,18000
1-1107042902,Steps to Independence Limited,1-1084743714,Steps to Independence Ltd,Solihull,B37 7YB,2014-01-19,Good,2019-04-27,N,Domiciliary care service; Supported living service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; People who misuse drugs and alcohol; People with an eating disorder; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-1107042902,,2026-09-01,2026-09-02,2026-09-08,2143
1-274169618,Bluebird Care (Solihull & Birmingham West),1-249147064,Tarpeys Ltd,Solihull,B90 4ND,2011-07-06,Good,2019-04-26,N,Domiciliary care service,Children 0-18 years; Dementia; Learning disabilities or autistic spectrum disorder; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-274169618,www.bluebirdcare.co.uk,2026-09-01,2026-09-02,2026-09-08,35957
1-10285717693,Solihull Village,1-102642963,The ExtraCare Charitable Trust,Solihull,B90 2EL,2021-01-28,Good,2023-01-26,N,Domiciliary care service; Extra Care housing services,Dementia; Older People; Younger Adults,N,6,3,https://www.cqc.org.uk/location/1-10285717693,www.extracare.org.uk,2026-09-01,2026-09-02,2026-09-08,391
1-433777313,The Foundation of Lady Katherine Leveson,1-416884779,The Foundation of Lady Katherine Leveson,Solihull,B93 0AL,2012-07-02,Good,2019-11-28,N,Care home service without nursing; Domiciliary care service,Older People,N,1,1,https://www.cqc.org.uk/location/1-433777313,www.leveson.org.uk,2026-09-01,2026-09-02,2026-09-08,41682
1-18117564569,Strassen Care,1-14909385423,The Strassen Group LTD,Solihull,B94 6NW,2023-11-28,,,,Domiciliary care service,Dementia; Older People; Physical Disability; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-18117564569,www.strassencare.co.uk,2026-09-01,2026-09-02,2026-09-08,19377
1-15198050298,Transforming Support (Birmingham),1-13930897085,Transforming Support (Birmingham) Limited,Solihull,B37 7YN,2023-03-15,Not Rated,,N,Domiciliary care service; Supported living service,Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,Y,1,1,https://www.cqc.org.uk/location/1-15198050298,,2026-09-01,2026-09-02,2026-09-08,15617
1-7601685405,Unique Senior Care,1-247596981,Understanding Care (Warwickshire) Limited,Solihull,B93 0LF,2019-10-15,Outstanding,2021-08-27,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,2,1,https://www.cqc.org.uk/location/1-7601685405,www.uniquecare.co.uk,2026-09-01,2026-09-02,2026-09-08,51855
1-12873726136,United Homecare Ltd,1-12021412585,United Homecare Ltd,Solihull,B36 9JT,2022-03-31,Good,2025-06-17,N,Domiciliary care service,Dementia; Learning disabilities or autistic spectrum disorder; Older People; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-12873726136,,2026-09-01,2026-09-02,2026-09-08,9562
1-15348190190,YourLife (Shirley),1-172521302,Yourlife Management Services Limited,Solihull,B90 4GW,2023-04-03,Good,2026-08-20,N,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,123,4,https://www.cqc.org.uk/location/1-15348190190,www.mccarthyandstone.co.uk,2026-09-01,2026-09-02,2026-09-08,15972
1-2192880602,YourLife (Bentley Heath),1-172521302,Yourlife Management Services Limited,Solihull,B93 8NA,2015-10-06,Good,2019-09-24,N,Domiciliary care service,Dementia; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,123,4,https://www.cqc.org.uk/location/1-2192880602,www.mccarthyandstone.co.uk,2026-09-01,2026-09-02,2026-09-08,28292
1-18886225672,Zenn Care Ltd,1-18383871033,Zenn Care Ltd,Solihull,B90 8AG,2024-03-13,,,,Domiciliary care service,Dementia; Mental Health; Older People; Physical Disability; Sensory Impairment; Younger Adults,N,1,1,https://www.cqc.org.uk/location/1-18886225672,www.zenncare.co.uk,2026-09-01,2026-09-02,2026-09-08,20873
